instance_id,condition,size,depth,loss,p_feasible,fidelity,conditional_fidelity,entropy,min_conditional_probability,coverage,compile_seconds,optimize_seconds
a_4_positive_03,feasibility,4,5,-0.9999999999676963,0.9999999999838485,0.19643482497769174,0.19643482498086445,0.5210132631742814,3.9297910526654955e-05,0.75,1.20419698394835,0.8790758615359664
a_4_positive_03,feasibility,4,6,-0.9999999999940807,0.9999999999970405,0.32004008049487304,0.3200400804958202,0.7374296600702968,0.002262459559320004,1.0,1.4071419811807573,1.049463663250208
a_4_positive_03,feasibility,4,7,-0.9999999999671267,0.9999999999835634,0.1162257516464237,0.11622575164833406,0.6947017110190118,0.0001478859864985675,1.0,1.814257302787155,1.2040924816392362
a_4_positive_03,feasibility,4,8,-0.9999999999898481,0.9999999999949241,0.06009277065919412,0.060092770659499146,0.7000283754215072,0.009479216654999857,1.0,1.8727238150313497,1.3503243089653552
a_4_positive_03,fidelity,4,1,0.1432372552591723,0.885404665343223,0.8567627447408277,0.9676510394359709,0.96713565296745,0.09676068773905783,1.0,0.0002792081795632839,0.30939665576443076
a_4_positive_03,fidelity,4,2,1.7214850656088743e-09,0.9999999987219911,0.9999999982785149,0.9999999995565239,0.9999999996718886,0.1249966584713534,1.0,0.0003803619183599949,0.3981524920091033
a_4_positive_03,lambda_0.5,4,1,0.12037230668927473,0.9280464465234697,0.8381767427951011,0.9031624935745112,0.8991496155632254,0.07424433880160929,1.0,0.00033038295805454254,0.3060883111320436
a_4_positive_03,lambda_0.5,4,2,1.2382133651733795e-09,0.9999999994625983,0.9999999980609752,0.9999999985983768,0.9999999990682656,0.12499173826108376,1.0,0.0004001581110060215,0.3844334469176829
a_4_positive_03,lambda_1,4,1,0.14670252121548266,0.8801905448660405,0.8565195223786262,0.9731069339184768,0.9727820406541208,0.0994013526216501,1.0,0.0003400850109755993,0.29835425643250346
a_4_positive_03,lambda_1,4,2,5.45631539949909e-10,0.9999999997178803,0.9999999994543685,0.9999999997364881,0.9999999998411938,0.12499637351986083,1.0,0.0004958100616931915,0.3984057977795601
a_4_positive_03,lambda_2,4,1,0.15958254733187316,0.8525556923715518,0.8473814296942891,0.9939308801482875,0.9940026630853872,0.11327831315211365,1.0,0.00027312198653817177,0.2914735865779221
a_4_positive_03,lambda_2,4,2,6.182306888646849e-10,0.9999999994293136,0.9999999994055415,0.9999999999762279,0.9999999999899797,0.12499920232783358,1.0,0.0004152730107307434,0.39797137724235654
a_4_quadratic_01,feasibility,4,1,-0.9999999999492613,0.9999999999746305,0.054263526242328775,0.05426352624370541,0.6630959687366482,5.4100835973811724e-11,0.8333333333333334,0.4890355779789388,0.3599109319038689
a_4_quadratic_01,feasibility,4,2,-0.9999999999470313,0.9999999999735156,0.17716230289634813,0.17716230290104015,0.8051041504656788,0.01299983569078732,1.0,0.8522681277245283,0.6447340147569776
a_4_quadratic_01,feasibility,4,3,-0.9999999999676741,0.9999999999838369,0.25186700820805347,0.25186700821212443,0.8241247725459272,0.017569392353050352,1.0,1.2316217888146639,0.9991602650843561
a_4_quadratic_01,feasibility,4,4,-0.9999999999715885,0.9999999999857943,0.012279974987095946,0.012279974987270391,0.8468584488994961,0.002074379292760955,1.0,1.59677615435794,1.2815550244413316
a_4_quadratic_01,feasibility,4,5,-0.9999999999897777,0.9999999999948889,0.052071710877761364,0.05207171087802751,0.8367689284101526,9.362456622754902e-05,1.0,1.9942166530527174,1.564201569184661
a_4_quadratic_01,feasibility,4,6,-0.9999999999925844,0.9999999999962921,0.10443763703860608,0.10443763703899332,0.8599959104723117,6.115131590298744e-05,0.9166666666666666,2.565488407853991,1.8157504717819393
a_4_quadratic_01,feasibility,4,7,-0.9999999999810703,0.9999999999905351,0.225654938218397,0.22565493822053279,0.8865136114417019,0.008512317487308364,1.0,3.021485391072929,2.125859744846821
a_4_quadratic_01,feasibility,4,8,-0.9999999999830489,0.9999999999915244,0.012994833831055888,0.012994833831166026,0.8861683465063951,0.011720346844526839,1.0,3.458797962870449,2.4306106343865395
a_4_quadratic_01,fidelity,4,1,0.028595479235248723,0.99999999997411,0.9714045207647514,0.971404520789901,0.9763003098248002,0.062499759809961045,1.0,0.00027642305940389633,0.3684563133865595
a_4_quadratic_01,fidelity,4,2,0.000926214169597724,0.999815834589779,0.9990737858304023,0.9992578145557365,0.9996543207322924,0.07785992573775188,1.0,0.00038064131513237953,0.6636731033213437
a_4_quadratic_01,lambda_0.5,4,1,0.014297739636708162,0.9999999999796055,0.9714045207475612,0.9714045207673725,0.9763003098378905,0.062499602615605915,1.0,0.0005155941471457481,0.3950088508427143
a_4_quadratic_01,lambda_0.5,4,2,0.0009239876257525759,0.9998651428495411,0.9982870947387283,0.9984217390494128,0.9992025246259783,0.07352707605133986,1.0,0.0003666379489004612,0.672182540409267
