p_feasible,fidelity,conditional_fidelity,entropy,min_conditional_probability,coverage,identity,instance_id,condition,family,support,selected_depth,final_loss,evaluated_depths,converged,compile_seconds,optimize_seconds,process_peak_rss_mb
0.9999789656482067,0.9999570894400932,0.999978123331725,0.9999901216219833,0.08246907055887936,1.0,25fb51268be3b47a4c3adcd7a0c513837f70ba74645380a4f137b64acdfa0404,a_4_quadratic_02,lambda_2,quadratic,4,3,6.47876883435039e-05,3,True,0.0020117154344916344,2.212428094819188,1017.58203125
0.9946847759750744,0.6628331128644765,0.6663750455160141,0.6411871035618258,0.0016871844850178742,1.0,c82736f91edeab5e77aa216d8ecf072468fc04a8ee1621948b94b45fc5dae592,a_5_equality_01,feasibility,equality,5,1,-0.9893695519501486,8,False,52.938241300173104,40.6428435286507,2168.296875
0.9999943075580275,0.9999918595259193,0.9999975519539563,0.9999956080320073,0.3320381990714671,1.0,77fa6441e70e39a26ca5270d1d72cc48fd16c4d29a061325c60ecdbb2a666039,a_5_equality_01,fidelity,equality,5,3,8.140474080949495e-06,3,True,0.0036618411540985107,6.791240992024541,2168.296875
0.9998546379744884,0.9998424855225427,0.9999878457812925,0.9999853804994423,0.3306731752200695,1.0,8778e949048692408b7d106b4233c70f96842662620d71853c972e6d4bbf34e9,a_5_equality_01,lambda_0.5,equality,5,3,0.0001514391348654276,3,True,0.004421229008585215,6.852824985515326,2168.296875
0.9998817044921395,0.9998179659558919,0.9999362539228778,0.9998847255012052,0.3293487297671334,1.0,a7d3d7426643f761cd6029587557be7783a288ac19cd9ac8379996feb4c15a1d,a_5_equality_01,lambda_1,equality,5,3,0.00018204158498269507,3,True,4.058522249106318,6.593063635285944,505.55859375
0.999750760071771,0.9997501557595297,0.9999993955371025,0.9999994963088139,0.33286583753091237,1.0,c12e2aeead6044fb8d857af70ac13d2f9c1ed5d42d58de54c26ba31501b6b082,a_5_equality_01,lambda_2,equality,5,3,0.00025044885402425443,3,True,4.795809123199433,6.675096808001399,711.83984375
0.9999999779179827,0.9642789289479318,0.9642789502411563,0.9383938366405429,0.17614275657700842,1.0,6e5870f0c68da65654ffb7e1ba5f1caaafcd3c53db70ace63a82d4289a61a88c,a_5_equality_02,feasibility,equality,5,2,-0.9999999558359656,8,False,53.001682131551206,40.527594895102084,2170.328125
0.999955512813717,0.9999248356975006,0.9999693215189843,0.999999867772444,0.33318473350157585,1.0,52d3b5936a5eddb0276422f94e03774128a62ecd806206131b5e8cd688847e3a,a_5_equality_02,fidelity,equality,5,2,7.516430249978241e-05,2,True,0.0029251608066260815,3.4843812524341047,2171.203125
0.999860032373227,0.9998156436678994,0.999955605080821,0.9999959694116525,0.3320519715930564,1.0,56e3255665721e94e1b7f84d350b8cc2f67b1d963e2e10f956b71a078aa62e98,a_5_equality_02,lambda_0.5,equality,5,2,0.00016216508636268667,2,True,0.0021443329751491547,3.4732736507430673,2171.203125
0.9998581394870835,0.9998164649356994,0.9999583195358039,0.9999782045808734,0.33027294568256743,1.0,4079abe8c9b3bd5c31220a06cc596d995c7cb4f45d5b3480f995317c5754347b,a_5_equality_02,lambda_1,equality,5,2,0.0001835409771125951,2,True,0.0022251736372709274,3.4939627754502,2171.203125
